id,brand,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hours,lat,lng
1,현대오일뱅크,삼성동주유소,서울,강남구,서울 강남구 테헤란로 619 (삼성동),1719,1705,1,1,0,0,0,0,37.50985760000000,127.06511010000000
2,SK에너지,(주)보성 세곡주유소,서울,강남구,서울 강남구 헌릉로 731 (세곡동),1723,1663,1,1,0,0,0,0,37.46715650000000,127.11870810000000
3,현대오일뱅크,HD현대오일뱅크㈜직영 산성셀프주유소,서울,강남구,서울 강남구 헌릉로 730,1748,1678,1,1,0,0,0,0,37.46656750000000,127.11908030000000
4,현대오일뱅크,HD현대오일뱅크㈜직영 도곡셀프주유소,서울,강남구,서울 강남구 남부순환로 2718 (도곡2동),1754,1699,1,1,0,1,0,0,37.48546230000000,127.04321810000000
5,GS칼텍스,방죽주유소,서울,강남구,서울 강남구 밤고개로 215 (율현동),1757,1689,1,1,0,0,0,0,37.47499260000000,127.10688660000000
6,SK에너지,자곡셀프주유소,서울,강남구,서울 강남구 밤고개로 120 (자곡동),1757,1679,1,1,0,0,0,0,37.48340020000000,127.10404580000000
7,SK에너지,오일프러스 셀프,서울,강남구,서울 강남구 남부순환로 2651 (도곡동),1764,1704,1,1,0,1,0,1,37.48583900000000,127.03967210000000
8,S-OIL,극동유화㈜ 개나리주유소,서울,강남구,서울 강남구 언주로 423 (역삼동),1765,1705,1,1,0,1,0,1,37.50007760000000,127.03854190000000
9,SK에너지,(주)중앙에너비스 수서지점,서울,강남구,서울 강남구 광평로 202 (수서동),1767,1667,1,1,0,0,0,0,37.48410530000000,127.09504010000000
10,S-OIL,일원주유소,서울,강남구,서울 강남구 양재대로55길 3 (일원동),1767,1699,1,0,0,0,0,0,37.49425010000000,127.09419970000000
11,현대오일뱅크,HD현대오일뱅크㈜직영 유진주유소,서울,강남구,서울 강남구 논현로 152 (도곡동),1769,1714,0,1,0,1,0,0,37.48743160000000,127.03999760000000
12,GS칼텍스,지에스칼텍스㈜에너지플러스허브GS타워,서울,강남구,서울 강남구 논현로 516 (역삼동),1804,1799,1,0,0,1,0,1,37.50270829999999,127.03639560000000
13,S-OIL,(주)선진도곡주유소,서울,강남구,서울 강남구 도곡로 162 (도곡동),1825,1765,0,1,0,1,0,0,37.48782540000000,127.04668760000000
14,SK에너지,SK에너지㈜ 진달래주유소,서울,강남구,서울 강남구 도곡로 208,1825,1739,0,1,0,0,0,0,37.49229500000000,127.04185980000000
15,SK에너지,SK서광주유소,서울,강남구,서울 강남구 역삼로 142,1835,1715,1,1,0,1,0,1,37.49434240000000,127.03509150000000
16,SK에너지,(유)동하석유 힐탑셀프주유소,서울,강남구,서울 강남구 논현로 640,1837,1797,1,1,0,0,0,1,37.51068870000000,127.03256890000000
17,SK에너지,대동석유 압구정주유소,서울,강남구,서울 강남구 언주로 842 (신사동),1857,1797,1,1,0,0,0,1,37.52534310000000,127.03382420000000
18,GS칼텍스,대양산업(주) 개포주유소,서울,강남구,서울 강남구 양재대로 339,1858,1848,1,1,0,0,0,0,37.47224090000000,127.05151340000000
19,SK에너지,대교셀프주유소,서울,강남구,서울 강남구 강남대로 640 (신사동),1890,1840,1,0,0,0,0,1,37.52812920000000,127.03555370000000
20,GS칼텍스,지에스칼텍스㈜ 삼성로주유소,서울,강남구,서울 강남구 삼성로 563 (삼성동),1959,1954,1,1,0,0,0,1,37.51397499999999,127.05612740000000
21,GS칼텍스,지에스칼텍스㈜ 은마주유소,서울,강남구,서울 강남구 영동대로 235,1979,1964,0,1,0,1,0,1,37.50007210000000,127.06728480000000
22,현대오일뱅크,HD현대오일뱅크㈜직영 신사현대주유소,서울,강남구,서울 강남구 도산대로 163 (신사동),1998,1934,0,1,0,0,0,0,37.51952050000000,127.02631710000000
23,GS칼텍스,대성석유(주)동호주유소,서울,강남구,서울 강남구 봉은사로113길 51,2099,1999,0,1,0,0,0,0,37.51848600000000,127.06466550000000
24,GS칼텍스,지에스칼텍스(주)학여울주유소,서울,강남구,서울 강남구 남부순환로 3170 (일원2동),2138,2079,0,1,0,0,0,0,37.49467620000000,127.07783050000000
25,현대오일뱅크,HD현대오일뱅크㈜직영 한양주유소,서울,강남구,서울 강남구 압구정로 302 (신사동),2153,2096,0,1,0,0,0,0,37.52886810000000,127.03410460000000
26,S-OIL,명품주유소,서울,강남구,서울 강남구 도곡로 249 (역삼동),2228,2087,1,1,0,0,0,1,37.49427040000000,127.04550930000000
27,GS칼텍스,(주)소모 쎈트럴주유소,서울,강남구,서울 강남구 삼성로 335,2237,2182,0,1,0,0,0,0,37.50142090000000,127.05914080000000
28,SK에너지,대청주유소,서울,강남구,서울 강남구 개포로 654 (일원동),2326,2196,0,1,0,0,0,0,37.49247370000001,127.08567900000000
29,현대오일뱅크,㈜새서울석유 새서울주유소,서울,강남구,서울 강남구 압구정로 154,2348,2198,0,1,0,0,0,1,37.52583500000000,127.02654220000000
30,SK에너지,SK논현주유소,서울,강남구,서울 강남구 논현로 747 (논현동),2440,2355,0,1,0,1,0,1,37.51863680000000,127.02823800000000
31,현대오일뱅크,(주)제이제이네트웍스 제이제이주유소,서울,강남구,서울 강남구 언주로 716,2560,2450,0,1,0,0,0,1,37.51764720000000,127.03573490000000
32,GS칼텍스,(주)만정에너지 삼보주유소,서울,강남구,서울 강남구 봉은사로 433 (삼성동),2598,2560,0,1,0,0,0,0,37.51152070000000,127.04717160000000
33,현대오일뱅크,재건에너지 재정제2주유소 고속셀프지점,서울,강동구,서울특별시 강동구 천호대로 1246 (둔촌제2동),1729,1659,1,1,0,0,0,0,37.53651330000000,127.14935880000000
34,현대오일뱅크,구천면주유소,서울,강동구,서울 강동구 구천면로 357 (암사동),1744,1655,0,0,0,0,0,0,37.55045980000000,127.13823160000000
35,SK에너지,방아다리주유소,서울,강동구,서울 강동구 동남로 811 (명일동),1765,1695,1,1,0,0,0,0,37.54904450000000,127.15082290000000
36,GS칼텍스,(주)소모 신월주유소,서울,강동구,서울 강동구 양재대로 1323 (성내동),1776,1678,1,1,0,0,0,0,37.53049330000000,127.12899200000000
37,GS칼텍스,대성석유(주)길동주유소,서울,강동구,서울 강동구 천호대로 1168,1776,1678,0,1,0,0,0,0,37.53342290000000,127.14117250000000
38,GS칼텍스,(주)삼표에너지 고덕주유소,서울,강동구,서울 강동구 고덕로 39 (암사동),1799,1719,1,1,0,0,1,0,37.55504900000000,127.12979290000000
39,SK에너지,sk해뜨는주유소,서울,강동구,서울 강동구 상일로 132 (강일동),1819,1729,1,1,0,1,0,0,37.55450850000000,127.17241540000000
40,GS칼텍스,지에스칼텍스㈜ 동서울주유소,서울,강동구,서울 강동구 천호대로 1456 (상일동),1821,1764,1,1,0,0,0,0,37.55110280000000,127.16964010000000
41,GS칼텍스,(주)소모 성내주유소,서울,강동구,서울 강동구 올림픽로 578 (성내동),1848,1748,1,1,0,1,0,0,37.53137820000000,127.12732860000000
42,S-OIL,(주)퍼스트오일 코알라주유소,서울,강동구,서울특별시 강동구 올림픽로 556 (성내동),1850,1750,1,1,0,0,0,0,37.52938080000000,127.12244080000000
43,SK에너지,주)지유에너지직영 오렌지주유소,서울,강동구,서울 강동구 성안로 102 (성내동),1865,1765,0,1,0,1,0,0,37.53231400000000,127.13317810000000
44,현대오일뱅크,천호현대주유소,서울,강동구,서울 강동구 천중로 67 (천호동),1985,1895,0,1,0,1,0,0,37.54513310000000,127.12947300000000
45,S-OIL,광성주유소,서울,강동구,서울 강동구 올림픽로 673 (천호동),2068,2018,0,1,0,1,0,1,37.54161170000000,127.12417310000000
46,SK에너지,북서울고속주유소,서울,강북구,서울 강북구 삼양로 410 (수유동),1643,1574,1,0,0,0,0,1,37.64014480000000,127.01720500000000
47,현대오일뱅크,(주)서울에너지 시민주유소,서울,강북구,서울 강북구 인수봉로 185 (수유동),1643,1574,1,0,0,0,0,0,37.63620220000000,127.01282200000000
48,GS칼텍스,수유동주유소,서울,강북구,서울 강북구 도봉로 395 (수유동),1643,1573,1,1,0,0,0,1,37.64215560000000,127.02958620000000
49,현대오일뱅크,(주)석산에너지,서울,강북구,서울 강북구 삼양로 316 (수유동),1643,1574,1,0,0,0,0,0,37.63163350000000,127.01793940000000
50,S-OIL,덕릉로주유소,서울,강북구,서울 강북구 덕릉로 158 (번동),1663,1584,1,1,0,0,0,0,37.63497560000000,127.03131820000000
51,GS칼텍스,㈜지에스이앤알 미아주유소,서울,강북구,서울 강북구 도봉로 122 (미아동),1665,1645,1,1,0,0,0,0,37.61999640000000,127.02903040000000
52,S-OIL,씨앤에스유통㈜ 미아셀프주유소,서울,강북구,서울 강북구 도봉로 200 (미아동),1665,1595,1,1,0,0,0,0,37.62652920000000,127.02650020000000
53,현대오일뱅크,HD현대오일뱅크㈜직영 번동셀프주유소,서울,강북구,서울 강북구 한천로 963 (번동),1667,1597,1,1,0,1,0,1,37.63558720000000,127.03304930000000
54,SK에너지,SK에너지(주) 매일주유소,서울,강북구,서울 강북구 삼양로 217 (미아동),1668,1599,1,1,0,0,1,0,37.62279770000000,127.01913560000000
55,SK에너지,세원주유소,서울,강북구,서울 강북구 한천로 918 (번동),1698,1648,1,1,0,0,0,0,37.63425960000000,127.03773200000000
56,SK에너지,에덴주유소,서울,강북구,서울 강북구 월계로 195 (번동),1699,1629,1,1,0,1,0,0,37.62169580000000,127.04553440000000
57,GS칼텍스,대성석유(주)신광주유소,서울,강북구,서울 강북구 삼양로 484,1699,1599,0,1,0,1,0,0,37.64640880000000,127.01532850000000
58,SK에너지,강서오곡셀프주유소,서울,강서구,서울 강서구 벌말로 254 (오곡동),1627,1587,1,1,0,0,0,1,37.55396220000000,126.76842750000000
59,알뜰주유소,목화주유소,서울,강서구,서울 강서구 국회대로 251 (화곡동),1632,1614,1,1,0,0,0,0,37.53004030000000,126.86298250000000
60,알뜰주유소,화곡역주유소,서울,강서구,서울 강서구 강서로 154 (화곡동),1632,1585,1,0,0,0,0,1,37.54071860000000,126.84153030000000
61,SK에너지,(주)타이거오일 방화주유소,서울,강서구,서울 강서구 방화동로 58-2 (방화동),1633,1593,1,0,0,0,0,0,37.56562740000000,126.81240820000000
62,알뜰주유소,유턴주유소,서울,강서구,서울 강서구 남부순환로 57,1637,1587,1,0,0,0,0,0,37.55049010000000,126.81645040000000
63,S-OIL,스카이주유소,서울,강서구,서울 강서구 개화동로 457 (방화동),1637,1599,1,1,0,0,1,1,37.57148580000000,126.80438060000000
64,알뜰주유소,(주)뉴신정주유소,서울,강서구,서울 강서구 곰달래로 207 (화곡동),1637,1587,0,0,0,0,0,0,37.53157960000000,126.85605240000000
65,현대오일뱅크,행촌에너지 공항주유소,서울,강서구,서울 강서구 개화동로 420 (개화동),1637,1599,1,1,0,1,1,1,37.57461100000000,126.80230290000000
66,SK에너지,KH에너지(주)직영 KH외발산주유소,서울,강서구,서울 강서구 방화대로 30,1649,1599,1,1,1,1,1,0,37.54342080000000,126.81686300000000
67,GS칼텍스,지에스칼텍스㈜ 경인고속주유소,서울,강서구,서울 강서구 국회대로 225 (화곡동),1659,1624,1,1,1,1,0,1,37.52962090000000,126.85979700000000
68,SK에너지,개화주유소,서울,강서구,서울 강서구 양천로 57,1677,1637,1,1,0,0,0,0,37.57350140000000,126.81009430000000
69,S-OIL,신화곡주유소,서울,강서구,서울 강서구 국회대로 71,1695,1685,1,1,0,0,0,0,37.52725790000000,126.84288960000000
70,현대오일뱅크,현대오일뱅크 등촌주유소,서울,강서구,서울 강서구 등촌로 189 (등촌동),1696,1636,0,1,0,0,0,0,37.54680800000000,126.86255450000000
71,S-OIL,하이웨이주유소,서울,강서구,서울특별시 강서구 공항대로 432(화곡동),1698,1678,1,1,0,0,1,1,37.55466770000000,126.85480530000000
72,현대오일뱅크,HD현대오일뱅크㈜직영 양화교셀프주유소,서울,강서구,서울 강서구 공항대로 653,1699,1665,1,1,0,0,0,0,37.54733680000000,126.87747640000000
73,SK에너지,화곡현대주유소,서울,강서구,서울 강서구 강서로 151 (화곡동),1714,1676,1,1,0,0,0,1,37.54026140000000,126.84119830000000
74,SK에너지,우장산주유소,서울,강서구,서울 강서구 강서로 292 (내발산동),1725,1678,1,0,0,0,0,0,37.55249440000000,126.83330610000000
75,GS칼텍스,강서열린주유소,서울,강서구,서울 강서구 등촌로 213 (등촌동),1728,1678,0,1,0,0,0,0,37.54871199999999,126.86306280000000
76,SK에너지,오션네트웍스(주) 서울식물원지점,서울,강서구,서울 강서구 양천로 300,1736,1658,1,0,0,0,0,0,37.57038720000000,126.83693060000000
77,S-OIL,(주)한진 김포공항주유소,서울,강서구,서울 강서구 하늘길 259,1740,1640,1,1,0,0,0,0,37.55077630000000,126.81555490000000
78,현대오일뱅크,HD현대오일뱅크㈜직영 가양주유소,서울,강서구,서울 강서구 양천로 391 (가양동),1743,1679,0,1,0,0,0,0,37.56788020000000,126.85107870000000
79,SK에너지,세원제1주유소,서울,강서구,서울 강서구 양천로 311 (가양동),1755,1675,1,1,0,1,0,0,37.56788020000000,126.85107870000000
80,GS칼텍스,대성석유(주) 마곡대성주유소,서울,강서구,서울 강서구 강서로 457,1756,1688,1,0,0,0,0,0,37.56634850000000,126.84044660000000
81,SK에너지,SK KH에너지 가양주유소,서울,강서구,서울 강서구 강서로 498 (가양동),1758,1678,0,1,0,1,1,1,37.56978230000000,126.84190220000000
82,GS칼텍스,대성석유(주) 관문주유소,서울,강서구,서울 강서구 공항대로 314,1766,1698,0,1,0,1,0,0,37.55772320000000,126.84252430000000
83,GS칼텍스,대성석유(주)방화대성주유소,서울,강서구,서울 강서구 양천로 176,1766,1678,1,1,0,0,1,0,37.57288150000000,126.82348210000000
84,S-OIL,(주)한진 김포공항제2주유소,서울,강서구,서울 강서구 하늘길 112,1774,1714,1,0,0,0,0,0,37.55675570000000,126.80847340000000
85,GS칼텍스,대성주유소,서울,강서구,서울 강서구 강서로 472,1778,1698,0,1,0,1,0,0,37.56750280000000,126.84141860000000
86,SK에너지,코리나(주)청룡주유소,서울,강서구,서울 강서구 양천로 576,1798,1738,0,1,0,0,0,0,37.55673250000000,126.86276500000000
87,GS칼텍스,박물관주유소,서울,강서구,서울 강서구 양천로53길 97 (가양동),1798,1728,0,1,0,1,1,0,37.56578490000000,126.84512160000000
88,S-OIL,참솔에너지,서울,강서구,서울 강서구 벌말로 281 (오곡동),1965,1865,1,1,0,0,0,0,37.55625190000000,126.76844910000000
89,SK에너지,염창동주유소,서울,강서구,서울 강서구 양천로 720 (염창동),2083,1984,0,1,0,0,0,0,37.54911130000000,126.87579060000000
90,현대오일뱅크,(주)엠오티이엔지 직영 삼화주유소,서울,관악구,서울 관악구 보라매로 41,1698,1638,0,0,0,0,0,0,37.49320180000000,126.92673660000000
91,알뜰주유소,(주)연우에너지 신관주유소,서울,관악구,서울 관악구 신림로 290 (신림동),1698,1638,1,1,0,0,0,0,37.48041300000000,126.93066650000000
92,현대오일뱅크,HD현대오일뱅크㈜직영 문성골주유소,서울,관악구,서울 관악구 문성로 97 (신림동),1704,1654,0,1,0,0,0,0,37.47779410000000,126.91430220000000
93,SK에너지,대양석유(주)직영 보라매주유소,서울,관악구,서울 관악구 보라매로 26 (봉천동),1709,1654,1,1,0,0,0,0,37.49168740000000,126.92716030000000
94,SK에너지,(주)한유에너지행운셀프주유소,서울,관악구,서울 관악구 남부순환로 1883 (봉천동),1715,1655,1,1,0,0,0,0,37.47910830000000,126.95916970000000
95,현대오일뱅크,HD현대오일뱅크㈜직영 관악셀프주유소,서울,관악구,서울 관악구 남부순환로 1520 (신림동),1719,1664,1,0,0,0,0,0,37.48246190000000,126.91946710000000
96,SK에너지,SK에너지(주) 신봉천,서울,관악구,서울 관악구 남부순환로 1880 (봉천동),1725,1665,0,1,0,0,1,0,37.47875720000000,126.95834320000000
97,GS칼텍스,서일석유(주)락성주유소,서울,관악구,서울 관악구 남부순환로 1920 (봉천동),1725,1665,1,1,0,1,0,1,37.47717919999999,126.96238830000000
98,SK에너지,SK에너지(주)직영 대공원주유소,서울,관악구,서울 관악구 과천대로 921 (남현동),1725,1665,0,1,0,1,1,0,37.47285560000000,126.98215150000000
99,S-OIL,유림주유소,서울,관악구,서울 관악구 신림로 176 (신림동),1748,1698,0,1,0,1,0,1,37.47372470000000,126.93488000000000
100,현대오일뱅크,현대주유소,서울,관악구,서울 관악구 난곡로 108 (신림동),1769,1709,0,0,0,0,0,0,37.46498240000000,126.91967450000000
101,S-OIL,관악시몬주유소,서울,관악구,서울특별시 관악구 남부순환로 1753 (봉천동),1846,1746,0,1,0,0,0,0,37.48235850000000,126.94510100000000
102,GS칼텍스,CJ대한통운㈜ 신림주유소,서울,관악구,서울 관악구 남부순환로 1515 (신림동),1858,1798,0,1,0,0,0,0,37.48294960000000,126.91895530000000
103,GS칼텍스,지에스칼텍스㈜ 난곡주유소,서울,관악구,서울 관악구 난곡로 206,1879,1804,0,0,0,0,0,0,37.47340980000000,126.91879310000000
104,현대오일뱅크,태양주유소,서울,광진구,서울 광진구 동일로 345 (중곡동),1664,1594,0,0,0,0,0,1,37.56354400000001,127.08883040000000
105,현대오일뱅크,(주)창원CW,서울,광진구,서울 광진구 광나루로 460 (화양동),1665,1595,1,1,0,0,0,0,37.54510420000000,127.08049690000000
106,현대오일뱅크,HD현대오일뱅크㈜직영 능동주유소,서울,광진구,서울 광진구 천호대로 584 (능동),1665,1595,1,1,0,1,0,1,37.55555510000000,127.08245500000000
107,현대오일뱅크,HD현대오일뱅크㈜직영 장호셀프주유소,서울,광진구,서울 광진구 자양로 37 (자양동),1679,1615,1,1,0,1,0,0,37.53127830000000,127.08583250000000
108,현대오일뱅크,HD현대오일뱅크㈜직영 중원셀프주유소,서울,광진구,서울 광진구 동일로 398 (중곡동),1679,1609,1,1,0,0,0,0,37.56354400000001,127.08883040000000
109,현대오일뱅크,HD현대오일뱅크㈜직영 중곡현대주유소,서울,광진구,서울 광진구 동일로 435 (중곡동),1679,1609,1,1,0,0,0,0,37.56094119999999,127.09574580000000
110,SK에너지,(주)장수주유소,서울,광진구,서울 광진구 동일로 266 (군자동),1694,1594,1,0,0,1,0,1,37.55497210000000,127.07151970000000
111,S-OIL,정해네트웍스(주)일진주유소,서울,광진구,서울 광진구 동일로 413 (중곡동),1697,1597,1,1,0,0,0,1,37.56354400000001,127.08883040000000
112,GS칼텍스,용마주유소,서울,광진구,서울 광진구 용마산로 68 (중곡동),1698,1614,0,0,0,0,0,0,37.55974870000000,127.08785530000000
113,S-OIL,대원주유소,서울,광진구,서울 광진구 용마산로 122 (중곡동),1698,1614,0,0,0,0,0,0,37.56454770000000,127.08699600000000
114,S-OIL,삼호주유소,서울,광진구,서울 광진구 천호대로 809 (광장동),1777,1697,1,1,0,0,0,1,37.54563560000000,127.10373410000000
115,SK에너지,유니스에너지 자양주유소,서울,광진구,서울 광진구 아차산로 298 (자양동),1778,1698,0,1,0,0,0,1,37.53169200000000,127.07451600000000
116,현대오일뱅크,㈜자연에너지 고척주유소,서울,구로구,서울 구로구 고척로 199 (고척동),1605,1585,1,1,0,0,0,0,37.50512730000000,126.85544060000000
117,SK에너지,서서울고속주유소,서울,구로구,서울 구로구 경인로 150 (오류동),1605,1585,1,1,0,0,0,1,37.49167509999999,126.84284180000000
118,현대오일뱅크,(주)서울에너지 궁동주유소,서울,구로구,서울 구로구 오리로 1299 (궁동),1605,1585,1,0,0,0,0,0,37.50043890000000,126.82852960000000
119,현대오일뱅크,신성주유소,서울,구로구,서울 구로구 구로동로 187 (구로제2동),1635,1575,1,1,0,0,0,0,37.49515880000000,126.88238860000000
120,GS칼텍스,(주)한미석유구로그린주유소,서울,구로구,서울 구로구 구로중앙로 76 (구로동),1636,1575,1,1,0,1,0,0,37.49630640000000,126.88844440000000
121,S-OIL,극동유화(주) 항동주유소,서울,구로구,서울 구로구 서해안로 2154 (항동),1655,1585,1,1,0,0,0,0,37.48343910000000,126.82782790000000
122,GS칼텍스,대성산업(주)디큐브주유소,서울,구로구,서울 구로구 경인로 650 (신도림동),1659,1574,0,0,0,0,0,1,37.50788550000000,126.88708740000000
123,SK에너지,SK구로주유소,서울,구로구,서울 구로구 구일로 94 (구로동),1664,1634,0,1,0,0,0,0,37.49360180000000,126.87218900000000
124,SK에너지,구인주유소,서울,구로구,서울 구로구 경인로 558 (구로동),1664,1634,0,1,0,1,1,0,37.50427790000000,126.88609440000000
125,S-OIL,남선석유(주)풀페이주유소,서울,구로구,서울 구로구 경인로 41 (온수동),1669,1637,1,1,0,0,0,0,37.49032450000000,126.82560210000000
126,현대오일뱅크,개봉주유소,서울,구로구,서울 구로구 고척로 115 (개봉동),1697,1677,1,1,0,0,0,0,37.50193720000001,126.84681750000000
127,SK에너지,SK에너지(주)직영 개봉동주유소,서울,구로구,서울 구로구 경인로 290 (개봉동),1697,1634,0,1,0,0,0,0,37.48638990000000,126.85676750000000
128,현대오일뱅크,HD현대오일뱅크㈜직영 구로셀프주유소,서울,구로구,서울 구로구 시흥대로 531,1719,1664,1,1,0,1,0,1,37.48100270000000,126.89926620000000
129,현대오일뱅크,HD현대오일뱅크㈜직영 신구로주유소,서울,구로구,서울 구로구 가마산로 293 (구로동),1758,1658,0,1,0,0,0,0,37.49752230000000,126.89248410000000
130,현대오일뱅크,대원셀프주유소,서울,구로구,서울 구로구 개봉로 7,1792,1750,1,1,0,0,0,0,37.48616430000000,126.85615850000000
131,현대오일뱅크,JHC에너지,서울,구로구,서울 구로구 시흥대로 539,1863,1783,0,0,0,1,0,0,37.48152660000000,126.89983750000000
132,S-OIL,영진주유소,서울,구로구,서울 구로구 구로동로 20 (가리봉동),1869,1769,0,0,0,0,0,0,37.48365120000000,126.88693130000000
133,S-OIL,동아주유소,서울,구로구,서울 구로구 도림로 91 (구로동),1898,1798,0,0,0,0,1,0,37.49085090000000,126.89318780000000
134,GS칼텍스,구로주유소,서울,구로구,서울 구로구 구로동로 137 (구로동),2340,2240,0,0,0,0,0,0,37.49096000000000,126.88364800000000
135,S-OIL,구광주유소,서울,금천구,서울 금천구 서부샛길 674 (가산동),1655,1615,0,1,0,0,0,0,37.48203730000000,126.87517110000000
136,SK에너지,(주)화동유업 화동주유소,서울,금천구,서울 금천구 시흥대로 484,1673,1624,1,1,0,0,0,0,37.47679740000000,126.89915960000000
137,알뜰주유소,(주)백운주유소,서울,금천구,서울 금천구 시흥대로 282 (독산동),1674,1615,1,0,0,0,0,0,37.45887450000000,126.89934410000000
138,GS칼텍스,대득에너지(금천셀프주유소),서울,금천구,서울 금천구 시흥대로 81 (시흥동),1675,1625,1,1,0,0,1,1,37.44128050000000,126.90292460000000
139,S-OIL,백산주유소,서울,금천구,서울특별시 금천구 시흥대로 174 (시흥동),1675,1645,1,1,0,1,0,0,37.44968560000000,126.90294960000000
140,SK에너지,SK에너지(주) 박미주유소,서울,금천구,서울 금천구 시흥대로 39-7 (시흥동),1675,1625,1,0,0,0,0,0,37.43719250000000,126.90243290000000
141,현대오일뱅크,HD현대오일뱅크㈜직영 금천현대셀프주유소,서울,금천구,서울 금천구 독산로 147 (시흥동),1689,1639,1,1,0,0,0,0,37.46050600000000,126.90451620000000
142,GS칼텍스,지에스칼텍스(주)일신주유소,서울,금천구,서울 금천구 시흥대로 118,1695,1675,1,1,0,0,0,0,37.44447390000000,126.90426570000000
143,SK에너지,SK에너지(주) 이가주유소,서울,금천구,서울 금천구 시흥대로 441,1698,1684,0,1,0,1,0,0,37.47302890000000,126.89793410000000
144,현대오일뱅크,남서울경복에너지,서울,금천구,서울 금천구 독산로 257 (독산동),1699,1685,1,0,0,0,0,0,37.46983040000000,126.90237670000000
